LAST SEEN   TYPE      REASON                         OBJECT                                                   MESSAGE
31m         Normal    Pulled                         pod/version-engagement-platform-service-33625864450-1    Container image "curlimages/curl:8.10.1" already present on machine and can be accessed by the pod
31m         Normal    Started                        pod/version-engagement-platform-service-33625864450-1    Container started
31m         Normal    Created                        pod/version-engagement-platform-service-33625864450-1    Container created
31m         Normal    SuccessfulRescale              horizontalpodautoscaler/merchant-catalog-service         New size: 2; reason: cpu resource utilization (percentage of request) above target
31m         Normal    Started                        pod/merchant-catalog-service-5d6858cd97-54cfb            Container started
31m         Normal    Pulled                         pod/merchant-catalog-service-5d6858cd97-54cfb            Container image "busybox:1.36.1" already present on machine and can be accessed by the pod
31m         Normal    SuccessfulCreate               replicaset/merchant-catalog-service-5d6858cd97           Created pod: merchant-catalog-service-5d6858cd97-54cfb
31m         Normal    ScalingReplicaSet              deployment/merchant-catalog-service                      Scaled up replica set merchant-catalog-service-5d6858cd97 from 1 to 2
31m         Normal    Created                        pod/merchant-catalog-service-5d6858cd97-54cfb            Container created
31m         Normal    Started                        pod/merchant-catalog-service-5d6858cd97-54cfb            Container started
31m         Normal    Pulled                         pod/merchant-catalog-service-5d6858cd97-54cfb            Container image "ghcr.io/puaa-team/aituan/merchant-catalog-service:sha-1798c0939a2598e378dd3d2058096fa4f91b60d6" already present on machine and can be accessed by the pod
31m         Normal    Created                        pod/merchant-catalog-service-5d6858cd97-54cfb            Container created
31m         Warning   Unhealthy                      pod/merchant-catalog-service-5d6858cd97-54cfb            Startup probe failed: Get "http://10.42.0.155:8082/actuator/health": dial tcp 10.42.0.155:8082: connect: connection refused
31m         Normal    SuccessfulRescale              horizontalpodautoscaler/api-gateway                      New size: 2; reason: cpu resource utilization (percentage of request) above target
31m         Normal    Created                        pod/api-gateway-67454f875f-2jlxk                         Container created
31m         Normal    Pulled                         pod/api-gateway-67454f875f-2jlxk                         Container image "ghcr.io/puaa-team/aituan/api-gateway:sha-1798c0939a2598e378dd3d2058096fa4f91b60d6" already present on machine and can be accessed by the pod
31m         Normal    SuccessfulCreate               replicaset/api-gateway-67454f875f                        Created pod: api-gateway-67454f875f-2jlxk
31m         Normal    Started                        pod/api-gateway-67454f875f-2jlxk                         Container started
30m         Warning   Unhealthy                      pod/api-gateway-67454f875f-2jlxk                         Startup probe failed: Get "http://10.42.0.156:8080/actuator/health": dial tcp 10.42.0.156:8080: connect: connection refused
29m         Normal    Killing                        pod/merchant-catalog-service-5d6858cd97-54cfb            Stopping container merchant-catalog-service
29m         Normal    ScalingReplicaSet              deployment/merchant-catalog-service                      Scaled down replica set merchant-catalog-service-5d6858cd97 from 2 to 1
29m         Normal    SuccessfulDelete               replicaset/merchant-catalog-service-5d6858cd97           Deleted pod: merchant-catalog-service-5d6858cd97-54cfb
29m         Normal    ScalingReplicaSet              deployment/api-gateway                                   (combined from similar events): Scaled down replica set api-gateway-67454f875f from 2 to 1
29m         Normal    SuccessfulDelete               replicaset/api-gateway-67454f875f                        Deleted pod: api-gateway-67454f875f-2jlxk
29m         Normal    Killing                        pod/api-gateway-67454f875f-2jlxk                         Stopping container api-gateway
29m         Warning   Unhealthy                      pod/api-gateway-67454f875f-2jlxk                         Readiness probe failed: Get "http://10.42.0.156:8080/actuator/health": dial tcp 10.42.0.156:8080: connect: connection refused
18m         Normal    SuccessfulDelete               statefulset/mysql                                        Delete Pod mysql-0 in StatefulSet mysql successful
18m         Normal    Killing                        pod/mysql-0                                              Stopping container mysql
18m         Normal    SuccessfulCreate               statefulset/mysql                                        Create Pod mysql-0 in StatefulSet mysql successful
18m         Normal    Pulling                        pod/mysql-0                                              Pulling image "ghcr.io/puaa-team/aituan/mysql:sha-b8660d3e1a0db9dca0fd4d9d9793fed53e3fb5d4"
18m         Normal    Created                        pod/mysql-0                                              Container created
18m         Normal    Started                        pod/mysql-0                                              Container started
18m         Normal    Pulled                         pod/mysql-0                                              Successfully pulled image "ghcr.io/puaa-team/aituan/mysql:sha-b8660d3e1a0db9dca0fd4d9d9793fed53e3fb5d4" in 4.631s (4.631s including waiting). Image size: 233592656 bytes.
17m         Normal    SuccessfulCreate               replicaset/trade-fulfillment-service-b94c4db85           Created pod: trade-fulfillment-service-b94c4db85-t9npq
17m         Normal    ScalingReplicaSet              deployment/trade-fulfillment-service                     Scaled up replica set trade-fulfillment-service-b94c4db85 from 1 to 2
17m         Normal    Started                        pod/trade-fulfillment-service-b94c4db85-t9npq            Container started
17m         Normal    Pulled                         pod/trade-fulfillment-service-b94c4db85-t9npq            Container image "busybox:1.36.1" already present on machine and can be accessed by the pod
17m         Normal    Created                        pod/trade-fulfillment-service-b94c4db85-t9npq            Container created
17m         Normal    Started                        pod/trade-fulfillment-service-b94c4db85-t9npq            Container started
17m         Normal    Pulled                         pod/trade-fulfillment-service-b94c4db85-t9npq            Container image "ghcr.io/puaa-team/aituan/trade-fulfillment-service:sha-1798c0939a2598e378dd3d2058096fa4f91b60d6" already present on machine and can be accessed by the pod
17m         Normal    Created                        pod/trade-fulfillment-service-b94c4db85-t9npq            Container created
17m         Normal    ScalingReplicaSet              deployment/aituan-web                                    Scaled up replica set aituan-web-59b75c5cfd from 0 to 1
17m         Normal    SuccessfulCreate               replicaset/api-gateway-7ddddc4f8f                        Created pod: api-gateway-7ddddc4f8f-q9pxn
17m         Normal    Pulling                        pod/aituan-web-59b75c5cfd-r6znv                          Pulling image "ghcr.io/puaa-team/aituan/web:sha-b8660d3e1a0db9dca0fd4d9d9793fed53e3fb5d4"
17m         Normal    ScalingReplicaSet              deployment/api-gateway                                   Scaled up replica set api-gateway-7ddddc4f8f from 0 to 1
17m         Normal    SuccessfulCreate               replicaset/aituan-web-59b75c5cfd                         Created pod: aituan-web-59b75c5cfd-r6znv
17m         Normal    Pulling                        pod/api-gateway-7ddddc4f8f-q9pxn                         Pulling image "ghcr.io/puaa-team/aituan/api-gateway:sha-b8660d3e1a0db9dca0fd4d9d9793fed53e3fb5d4"
17m         Warning   Unhealthy                      pod/engagement-platform-service-57c9877df4-xxt4j         Readiness probe failed: Get "http://10.42.0.140:8084/actuator/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
17m         Normal    Created                        pod/engagement-platform-service-7b6df4855b-zflnb         Container created
17m         Warning   Unhealthy                      pod/trade-fulfillment-service-b94c4db85-t9npq            Startup probe failed: Get "http://10.42.0.158:8083/actuator/health": dial tcp 10.42.0.158:8083: connect: connection refused
17m         Normal    ScalingReplicaSet              deployment/identity-asset-service                        Scaled up replica set identity-asset-service-8648977489 from 0 to 1
17m         Normal    Started                        pod/engagement-platform-service-7b6df4855b-zflnb         Container started
17m         Normal    SuccessfulCreate               replicaset/identity-asset-service-8648977489             Created pod: identity-asset-service-8648977489-86jz5
17m         Normal    SuccessfulCreate               replicaset/engagement-platform-service-7b6df4855b        Created pod: engagement-platform-service-7b6df4855b-zflnb
17m         Normal    ScalingReplicaSet              deployment/engagement-platform-service                   Scaled up replica set engagement-platform-service-7b6df4855b from 0 to 1
17m         Normal    Pulled                         pod/engagement-platform-service-7b6df4855b-zflnb         Container image "busybox:1.36.1" already present on machine and can be accessed by the pod
17m         Warning   Unhealthy                      pod/merchant-catalog-service-5d6858cd97-qgnk6            Readiness probe failed: Get "http://10.42.0.142:8082/actuator/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
17m         Warning   Unhealthy                      pod/identity-asset-service-54fddb66c9-cdgcw              Readiness probe failed: Get "http://10.42.0.141:8081/actuator/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
17m         Normal    Pulling                        pod/engagement-platform-service-7b6df4855b-zflnb         Pulling image "ghcr.io/puaa-team/aituan/engagement-platform-service:sha-b8660d3e1a0db9dca0fd4d9d9793fed53e3fb5d4"
17m         Normal    ScalingReplicaSet              deployment/merchant-catalog-service                      Scaled up replica set merchant-catalog-service-568bf45885 from 0 to 1
17m         Normal    SuccessfulCreate               replicaset/merchant-catalog-service-568bf45885           Created pod: merchant-catalog-service-568bf45885-m9l55
17m         Normal    Pulled                         pod/identity-asset-service-8648977489-86jz5              Container image "busybox:1.36.1" already present on machine and can be accessed by the pod
17m         Normal    Created                        pod/identity-asset-service-8648977489-86jz5              Container created
17m         Normal    Started                        pod/identity-asset-service-8648977489-86jz5              Container started
17m         Normal    Pulled                         pod/merchant-catalog-service-568bf45885-m9l55            Container image "busybox:1.36.1" already present on machine and can be accessed by the pod
17m         Normal    Pulling                        pod/identity-asset-service-8648977489-86jz5              Pulling image "ghcr.io/puaa-team/aituan/identity-asset-service:sha-b8660d3e1a0db9dca0fd4d9d9793fed53e3fb5d4"
17m         Normal    Started                        pod/merchant-catalog-service-568bf45885-m9l55            Container started
17m         Normal    Created                        pod/merchant-catalog-service-568bf45885-m9l55            Container created
17m         Normal    SuccessfulDelete               replicaset/trade-fulfillment-service-b94c4db85           Deleted pod: trade-fulfillment-service-b94c4db85-t9npq
17m         Normal    Killing                        pod/trade-fulfillment-service-b94c4db85-t9npq            Stopping container trade-fulfillment-service
17m         Normal    ScalingReplicaSet              deployment/trade-fulfillment-service                     Scaled down replica set trade-fulfillment-service-b94c4db85 from 2 to 1
17m         Normal    SuccessfulCreate               replicaset/trade-fulfillment-service-57cc4f96c           Created pod: trade-fulfillment-service-57cc4f96c-kzg2h
17m         Normal    ScalingReplicaSet              deployment/trade-fulfillment-service                     Scaled up replica set trade-fulfillment-service-57cc4f96c from 0 to 1
17m         Normal    Pulled                         pod/trade-fulfillment-service-57cc4f96c-kzg2h            Container image "busybox:1.36.1" already present on machine and can be accessed by the pod
17m         Warning   Unhealthy                      pod/trade-fulfillment-service-b94c4db85-8vgkg            Readiness probe failed: Get "http://10.42.0.143:8083/actuator/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
17m         Normal    Created                        pod/trade-fulfillment-service-57cc4f96c-kzg2h            Container created
17m         Normal    Started                        pod/trade-fulfillment-service-57cc4f96c-kzg2h            Container started
17m         Normal    Pulling                        pod/trade-fulfillment-service-57cc4f96c-kzg2h            Pulling image "ghcr.io/puaa-team/aituan/trade-fulfillment-service:sha-b8660d3e1a0db9dca0fd4d9d9793fed53e3fb5d4"
17m         Normal    Pulling                        pod/merchant-catalog-service-568bf45885-m9l55            Pulling image "ghcr.io/puaa-team/aituan/merchant-catalog-service:sha-b8660d3e1a0db9dca0fd4d9d9793fed53e3fb5d4"
17m         Normal    Started                        pod/aituan-web-59b75c5cfd-r6znv                          Container started
17m         Normal    Pulled                         pod/aituan-web-59b75c5cfd-r6znv                          Successfully pulled image "ghcr.io/puaa-team/aituan/web:sha-b8660d3e1a0db9dca0fd4d9d9793fed53e3fb5d4" in 6.733s (6.734s including waiting). Image size: 34352886 bytes.
17m         Normal    Created                        pod/aituan-web-59b75c5cfd-r6znv                          Container created
17m         Normal    Created                        pod/api-gateway-7ddddc4f8f-q9pxn                         Container created
17m         Normal    Started                        pod/api-gateway-7ddddc4f8f-q9pxn                         Container started
17m         Normal    Pulled                         pod/api-gateway-7ddddc4f8f-q9pxn                         Successfully pulled image "ghcr.io/puaa-team/aituan/api-gateway:sha-b8660d3e1a0db9dca0fd4d9d9793fed53e3fb5d4" in 9.31s (9.31s including waiting). Image size: 127093614 bytes.
17m         Normal    Pulled                         pod/engagement-platform-service-7b6df4855b-zflnb         Successfully pulled image "ghcr.io/puaa-team/aituan/engagement-platform-service:sha-b8660d3e1a0db9dca0fd4d9d9793fed53e3fb5d4" in 13.097s (13.097s including waiting). Image size: 130689311 bytes.
17m         Normal    Created                        pod/engagement-platform-service-7b6df4855b-zflnb         Container created
17m         Normal    Started                        pod/engagement-platform-service-7b6df4855b-zflnb         Container started
17m         Normal    UpdatedLoadBalancer            service/web                                              Updated LoadBalancer with new IPs: [172.17.5.100] -> [172.17.5.100]
17m         Normal    Killing                        pod/aituan-web-9db46b55c-z89pk                           Stopping container web
17m         Normal    ScalingReplicaSet              deployment/aituan-web                                    Scaled down replica set aituan-web-9db46b55c from 1 to 0
17m         Normal    SuccessfulDelete               replicaset/aituan-web-9db46b55c                          Deleted pod: aituan-web-9db46b55c-z89pk
17m         Normal    Pulled                         pod/trade-fulfillment-service-57cc4f96c-kzg2h            Successfully pulled image "ghcr.io/puaa-team/aituan/trade-fulfillment-service:sha-b8660d3e1a0db9dca0fd4d9d9793fed53e3fb5d4" in 15.607s (15.607s including waiting). Image size: 123123505 bytes.
17m         Normal    Created                        pod/trade-fulfillment-service-57cc4f96c-kzg2h            Container created
17m         Normal    Started                        pod/trade-fulfillment-service-57cc4f96c-kzg2h            Container started
17m         Normal    Created                        pod/identity-asset-service-8648977489-86jz5              Container created
17m         Normal    Pulled                         pod/identity-asset-service-8648977489-86jz5              Successfully pulled image "ghcr.io/puaa-team/aituan/identity-asset-service:sha-b8660d3e1a0db9dca0fd4d9d9793fed53e3fb5d4" in 18.239s (18.24s including waiting). Image size: 131474439 bytes.
17m         Normal    Started                        pod/identity-asset-service-8648977489-86jz5              Container started
17m         Normal    Pulled                         pod/merchant-catalog-service-568bf45885-m9l55            Successfully pulled image "ghcr.io/puaa-team/aituan/merchant-catalog-service:sha-b8660d3e1a0db9dca0fd4d9d9793fed53e3fb5d4" in 24.049s (24.049s including waiting). Image size: 130636869 bytes.
17m         Normal    Created                        pod/merchant-catalog-service-568bf45885-m9l55            Container created
17m         Normal    Started                        pod/merchant-catalog-service-568bf45885-m9l55            Container started
17m         Warning   Unhealthy                      pod/api-gateway-7ddddc4f8f-q9pxn                         Startup probe failed: Get "http://10.42.0.160:8080/actuator/health": dial tcp 10.42.0.160:8080: connect: connection refused
17m         Warning   Unhealthy                      pod/engagement-platform-service-7b6df4855b-zflnb         Startup probe failed: Get "http://10.42.0.161:8084/actuator/health": dial tcp 10.42.0.161:8084: connect: connection refused
17m         Warning   Unhealthy                      pod/trade-fulfillment-service-57cc4f96c-kzg2h            Startup probe failed: Get "http://10.42.0.164:8083/actuator/health": dial tcp 10.42.0.164:8083: connect: connection refused
17m         Normal    ScalingReplicaSet              deployment/engagement-platform-service                   Scaled down replica set engagement-platform-service-57c9877df4 from 1 to 0
17m         Normal    Killing                        pod/api-gateway-67454f875f-x74n8                         Stopping container api-gateway
17m         Normal    ScalingReplicaSet              deployment/api-gateway                                   Scaled down replica set api-gateway-67454f875f from 1 to 0
17m         Normal    SuccessfulDelete               replicaset/engagement-platform-service-57c9877df4        Deleted pod: engagement-platform-service-57c9877df4-xxt4j
17m         Normal    Killing                        pod/engagement-platform-service-57c9877df4-xxt4j         Stopping container engagement-platform-service
17m         Normal    SuccessfulDelete               replicaset/api-gateway-67454f875f                        Deleted pod: api-gateway-67454f875f-x74n8
16m         Warning   Unhealthy                      pod/api-gateway-67454f875f-x74n8                         Readiness probe failed: Get "http://10.42.0.139:8080/actuator/health": dial tcp 10.42.0.139:8080: connect: connection refused
16m         Normal    ScalingReplicaSet              deployment/trade-fulfillment-service                     Scaled down replica set trade-fulfillment-service-b94c4db85 from 1 to 0
16m         Normal    Killing                        pod/trade-fulfillment-service-b94c4db85-8vgkg            Stopping container trade-fulfillment-service
16m         Normal    SuccessfulDelete               replicaset/trade-fulfillment-service-b94c4db85           Deleted pod: trade-fulfillment-service-b94c4db85-8vgkg
16m         Warning   Unhealthy                      pod/identity-asset-service-8648977489-86jz5              Startup probe failed: Get "http://10.42.0.162:8081/actuator/health": dial tcp 10.42.0.162:8081: connect: connection refused
16m         Normal    SuccessfulDelete               replicaset/identity-asset-service-54fddb66c9             Deleted pod: identity-asset-service-54fddb66c9-cdgcw
16m         Normal    ScalingReplicaSet              deployment/identity-asset-service                        Scaled down replica set identity-asset-service-54fddb66c9 from 1 to 0
16m         Warning   Unhealthy                      pod/merchant-catalog-service-568bf45885-m9l55            Startup probe failed: Get "http://10.42.0.163:8082/actuator/health": dial tcp 10.42.0.163:8082: connect: connection refused
16m         Normal    Killing                        pod/identity-asset-service-54fddb66c9-cdgcw              Stopping container identity-asset-service
16m         Normal    ScalingReplicaSet              deployment/merchant-catalog-service                      Scaled down replica set merchant-catalog-service-5d6858cd97 from 1 to 0
16m         Normal    SuccessfulDelete               replicaset/merchant-catalog-service-5d6858cd97           Deleted pod: merchant-catalog-service-5d6858cd97-qgnk6
16m         Normal    Killing                        pod/merchant-catalog-service-5d6858cd97-qgnk6            Stopping container merchant-catalog-service
16m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/engagement-platform-service      failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
16m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/api-gateway                      failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
16m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/engagement-platform-service      invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
16m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/api-gateway                      invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
16m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/identity-asset-service           invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
16m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/identity-asset-service           failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
16m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/merchant-catalog-service         failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
16m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/merchant-catalog-service         invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
16m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/trade-fulfillment-service        invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
16m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/trade-fulfillment-service        failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
16m         Normal    Started                        pod/health-api-gateway-33627149918-1-1                   Container started
16m         Normal    Created                        pod/health-api-gateway-33627149918-1-1                   Container created
16m         Normal    Pulled                         pod/health-api-gateway-33627149918-1-1                   Container image "curlimages/curl:8.10.1" already present on machine and can be accessed by the pod
16m         Normal    Pulled                         pod/version-api-gateway-33627149918-1                    Container image "curlimages/curl:8.10.1" already present on machine and can be accessed by the pod
16m         Normal    Created                        pod/version-api-gateway-33627149918-1                    Container created
16m         Normal    Started                        pod/version-api-gateway-33627149918-1                    Container started
16m         Normal    Started                        pod/health-identity-asset-service-33627149918-1-1        Container started
16m         Normal    Pulled                         pod/health-identity-asset-service-33627149918-1-1        Container image "curlimages/curl:8.10.1" already present on machine and can be accessed by the pod
16m         Normal    Created                        pod/health-identity-asset-service-33627149918-1-1        Container created
16m         Normal    Created                        pod/version-identity-asset-service-33627149918-1         Container created
16m         Normal    Pulled                         pod/version-identity-asset-service-33627149918-1         Container image "curlimages/curl:8.10.1" already present on machine and can be accessed by the pod
16m         Normal    Started                        pod/version-identity-asset-service-33627149918-1         Container started
15m         Normal    Created                        pod/health-merchant-catalog-service-33627149918-1-1      Container created
15m         Normal    Started                        pod/health-merchant-catalog-service-33627149918-1-1      Container started
15m         Normal    Pulled                         pod/health-merchant-catalog-service-33627149918-1-1      Container image "curlimages/curl:8.10.1" already present on machine and can be accessed by the pod
15m         Normal    Pulled                         pod/version-merchant-catalog-service-33627149918-1       Container image "curlimages/curl:8.10.1" already present on machine and can be accessed by the pod
15m         Normal    Started                        pod/version-merchant-catalog-service-33627149918-1       Container started
15m         Normal    Created                        pod/version-merchant-catalog-service-33627149918-1       Container created
15m         Normal    SuccessfulCreate               replicaset/api-gateway-7ddddc4f8f                        Created pod: api-gateway-7ddddc4f8f-mh6bz
15m         Normal    SuccessfulCreate               replicaset/api-gateway-7ddddc4f8f                        Created pod: api-gateway-7ddddc4f8f-8jmc2
15m         Normal    Created                        pod/api-gateway-7ddddc4f8f-8jmc2                         Container created
15m         Normal    Pulled                         pod/api-gateway-7ddddc4f8f-mh6bz                         Container image "ghcr.io/puaa-team/aituan/api-gateway:sha-b8660d3e1a0db9dca0fd4d9d9793fed53e3fb5d4" already present on machine and can be accessed by the pod
15m         Normal    Created                        pod/api-gateway-7ddddc4f8f-mh6bz                         Container created
15m         Normal    Started                        pod/api-gateway-7ddddc4f8f-mh6bz                         Container started
15m         Normal    Pulled                         pod/api-gateway-7ddddc4f8f-8jmc2                         Container image "ghcr.io/puaa-team/aituan/api-gateway:sha-b8660d3e1a0db9dca0fd4d9d9793fed53e3fb5d4" already present on machine and can be accessed by the pod
15m         Normal    Started                        pod/api-gateway-7ddddc4f8f-8jmc2                         Container started
15m         Normal    Pulled                         pod/health-trade-fulfillment-service-33627149918-1-1     Container image "curlimages/curl:8.10.1" already present on machine and can be accessed by the pod
15m         Normal    Started                        pod/health-trade-fulfillment-service-33627149918-1-1     Container started
15m         Normal    Created                        pod/health-trade-fulfillment-service-33627149918-1-1     Container created
15m         Normal    Started                        pod/version-trade-fulfillment-service-33627149918-1      Container started
15m         Normal    Created                        pod/version-trade-fulfillment-service-33627149918-1      Container created
15m         Normal    Pulled                         pod/version-trade-fulfillment-service-33627149918-1      Container image "curlimages/curl:8.10.1" already present on machine and can be accessed by the pod
15m         Normal    Created                        pod/health-engagement-platform-service-33627149918-1-1   Container created
15m         Normal    Started                        pod/health-engagement-platform-service-33627149918-1-1   Container started
15m         Normal    Pulled                         pod/health-engagement-platform-service-33627149918-1-1   Container image "curlimages/curl:8.10.1" already present on machine and can be accessed by the pod
15m         Normal    Started                        pod/version-engagement-platform-service-33627149918-1    Container started
15m         Normal    Created                        pod/version-engagement-platform-service-33627149918-1    Container created
15m         Normal    Pulled                         pod/version-engagement-platform-service-33627149918-1    Container image "curlimages/curl:8.10.1" already present on machine and can be accessed by the pod
15m         Warning   Unhealthy                      pod/api-gateway-7ddddc4f8f-8jmc2                         Startup probe failed: Get "http://10.42.0.172:8080/actuator/health": dial tcp 10.42.0.172:8080: connect: connection refused
15m         Warning   Unhealthy                      pod/api-gateway-7ddddc4f8f-mh6bz                         Startup probe failed: Get "http://10.42.0.171:8080/actuator/health": dial tcp 10.42.0.171:8080: connect: connection refused
15m         Normal    ScalingReplicaSet              deployment/trade-fulfillment-service                     Scaled up replica set trade-fulfillment-service-57cc4f96c from 1 to 2
15m         Normal    SuccessfulRescale              horizontalpodautoscaler/trade-fulfillment-service        New size: 2; reason: cpu resource utilization (percentage of request) above target
15m         Normal    SuccessfulCreate               replicaset/trade-fulfillment-service-57cc4f96c           Created pod: trade-fulfillment-service-57cc4f96c-9bwqw
15m         Normal    Created                        pod/trade-fulfillment-service-57cc4f96c-9bwqw            Container created
15m         Normal    Started                        pod/trade-fulfillment-service-57cc4f96c-9bwqw            Container started
15m         Normal    Started                        pod/trade-fulfillment-service-57cc4f96c-9bwqw            Container started
15m         Normal    Created                        pod/trade-fulfillment-service-57cc4f96c-9bwqw            Container created
15m         Normal    Pulled                         pod/trade-fulfillment-service-57cc4f96c-9bwqw            Container image "busybox:1.36.1" already present on machine and can be accessed by the pod
15m         Normal    Pulled                         pod/trade-fulfillment-service-57cc4f96c-9bwqw            Container image "ghcr.io/puaa-team/aituan/trade-fulfillment-service:sha-b8660d3e1a0db9dca0fd4d9d9793fed53e3fb5d4" already present on machine and can be accessed by the pod
15m         Normal    SuccessfulCreate               replicaset/engagement-platform-service-7b6df4855b        Created pod: engagement-platform-service-7b6df4855b-5h89f
15m         Normal    Started                        pod/engagement-platform-service-7b6df4855b-5h89f         Container started
15m         Normal    SuccessfulCreate               replicaset/engagement-platform-service-7b6df4855b        Created pod: engagement-platform-service-7b6df4855b-2sb8h
15m         Normal    Started                        pod/engagement-platform-service-7b6df4855b-5h89f         Container started
15m         Normal    Pulled                         pod/engagement-platform-service-7b6df4855b-2sb8h         Container image "busybox:1.36.1" already present on machine and can be accessed by the pod
15m         Normal    Pulled                         pod/engagement-platform-service-7b6df4855b-5h89f         Container image "ghcr.io/puaa-team/aituan/engagement-platform-service:sha-b8660d3e1a0db9dca0fd4d9d9793fed53e3fb5d4" already present on machine and can be accessed by the pod
15m         Normal    Created                        pod/engagement-platform-service-7b6df4855b-5h89f         Container created
15m         Normal    Created                        pod/engagement-platform-service-7b6df4855b-5h89f         Container created
15m         Normal    Pulled                         pod/engagement-platform-service-7b6df4855b-5h89f         Container image "busybox:1.36.1" already present on machine and can be accessed by the pod
15m         Normal    Created                        pod/engagement-platform-service-7b6df4855b-2sb8h         Container created
15m         Normal    Started                        pod/engagement-platform-service-7b6df4855b-2sb8h         Container started
15m         Normal    Pulled                         pod/engagement-platform-service-7b6df4855b-2sb8h         Container image "ghcr.io/puaa-team/aituan/engagement-platform-service:sha-b8660d3e1a0db9dca0fd4d9d9793fed53e3fb5d4" already present on machine and can be accessed by the pod
15m         Normal    Created                        pod/engagement-platform-service-7b6df4855b-2sb8h         Container created
15m         Normal    Started                        pod/engagement-platform-service-7b6df4855b-2sb8h         Container started
15m         Warning   Unhealthy                      pod/trade-fulfillment-service-57cc4f96c-9bwqw            Startup probe failed: Get "http://10.42.0.177:8083/actuator/health": dial tcp 10.42.0.177:8083: connect: connection refused
14m         Warning   Unhealthy                      pod/engagement-platform-service-7b6df4855b-5h89f         Startup probe failed: Get "http://10.42.0.178:8084/actuator/health": dial tcp 10.42.0.178:8084: connect: connection refused
14m         Warning   Unhealthy                      pod/engagement-platform-service-7b6df4855b-2sb8h         Startup probe failed: Get "http://10.42.0.179:8084/actuator/health": dial tcp 10.42.0.179:8084: connect: connection refused
13m         Normal    Killing                        pod/trade-fulfillment-service-57cc4f96c-9bwqw            Stopping container trade-fulfillment-service
13m         Normal    SuccessfulDelete               replicaset/trade-fulfillment-service-57cc4f96c           Deleted pod: trade-fulfillment-service-57cc4f96c-9bwqw
12m         Normal    SuccessfulDelete               replicaset/engagement-platform-service-7b6df4855b        Deleted pod: engagement-platform-service-7b6df4855b-5h89f
12m         Normal    SuccessfulDelete               replicaset/api-gateway-7ddddc4f8f                        Deleted pod: api-gateway-7ddddc4f8f-mh6bz
12m         Normal    Killing                        pod/api-gateway-7ddddc4f8f-8jmc2                         Stopping container api-gateway
12m         Normal    ScalingReplicaSet              deployment/api-gateway                                   Scaled down replica set api-gateway-7ddddc4f8f from 3 to 1
12m         Normal    Killing                        pod/api-gateway-7ddddc4f8f-mh6bz                         Stopping container api-gateway
12m         Normal    Killing                        pod/engagement-platform-service-7b6df4855b-5h89f         Stopping container engagement-platform-service
12m         Normal    SuccessfulDelete               replicaset/api-gateway-7ddddc4f8f                        Deleted pod: api-gateway-7ddddc4f8f-8jmc2
12m         Warning   Unhealthy                      pod/api-gateway-7ddddc4f8f-mh6bz                         Readiness probe failed: Get "http://10.42.0.171:8080/actuator/health": dial tcp 10.42.0.171:8080: connect: connection refused
12m         Warning   Unhealthy                      pod/api-gateway-7ddddc4f8f-8jmc2                         Readiness probe failed: Get "http://10.42.0.172:8080/actuator/health": dial tcp 10.42.0.172:8080: connect: connection refused
11m         Normal    SuccessfulDelete               replicaset/engagement-platform-service-7b6df4855b        Deleted pod: engagement-platform-service-7b6df4855b-2sb8h
11m         Normal    Killing                        pod/engagement-platform-service-7b6df4855b-2sb8h         Stopping container engagement-platform-service
10m         Normal    SuccessfulCreate               job/aituan-hpa-load-1788350998                           Created pod: aituan-hpa-load-1788350998-clh4w
10m         Normal    Pulled                         pod/aituan-hpa-load-1788350998-clh4w                     Container image "node:24-alpine" already present on machine and can be accessed by the pod
